Category,Message,cleaned_email
ham,hmmm guess go 4 kb n power yoga haha dunno tahan power yoga anot thk got lo oso forgot liao,hmmm guess go kb n power yoga haha dunno tahan power yoga anot thk got lo oso forgot liao
ham,really dude friends im afraid,really dude friends im afraid
spam,december mobile 11mths entitled update latest colour camera mobile free call mobile update co free 08002986906,december mobile mths entitled update latest colour camera mobile free call mobile update co free
ham,coffee cake guess,coffee cake guess
ham,merry christmas babe love ya kisses,merry christmas babe love ya kisses
ham,hey dont go watch x men lunch haha,hey dont go watch x men lunch haha
ham,cud u tell ppl im gona b bit l8 cos 2 buses hav gon past cos full im still waitin 4 1 pete x,cud u tell ppl im gona b bit l cos buses hav gon past cos full im still waitin pete x
ham,would great well guild could meet bristol road somewhere get touch weekend plans take flight good week,would great well guild could meet bristol road somewhere get touch weekend plans take flight good week
ham,problem,problem
ham,callsmessagesmissed calls,callsmessagesmissed calls
ham,hi dahow todays class,hi dahow todays class
ham,id say thats good sign well know track record reading women,id say thats good sign well know track record reading women
ham,cool text youre parked,cool text youre parked
ham,im reading text sent meant joke read light,im reading text sent meant joke read light
ham,kkapo kgood movie,kkapo kgood movie
ham,maybe could get book tomo return immediately something,maybe could get book tomo return immediately something
spam,call germany 1 pence per minute call fixed line via access number 0844 861 85 85 prepayment direct access,call germany pence per minute call fixed line via access number prepayment direct access
ham,chance might evaporated soon violated privacy stealing phone number employers paperwork cool please contact report supervisor,chance might evaporated soon violated privacy stealing phone number employers paperwork cool please contact report supervisor
spam,valentines day special win 1000 quiz take partner trip lifetime send go 83600 150pmsg rcvd custcare08718720201,valentines day special win quiz take partner trip lifetime send go pmsg rcvd custcare
ham,tadaaaaa home babe still,tadaaaaa home babe still
ham,cool come havent wined dined,cool come havent wined dined
ham,sleepingand surfing,sleepingand surfing
ham,sorry ill call later,sorry ill call later
ham,u calling right call hand phone,u calling right call hand phone
ham,ok thats great thanx lot,ok thats great thanx lot
ham,take post come must 1000s texts happy reading one wiv hello caroline end favourite bless,take post come must texts happy reading one wiv hello caroline end favourite bless
ham,u hiding stranger,u hiding stranger
ham,interested like,interested like
ham,sister cleared two round birla soft yesterday,sister cleared two round birla soft yesterday
ham,gudnitetcpractice going,gudnitetcpractice going
ham,dis yijue jus saw ur mail case huiming havent sent u num dis num,dis yijue jus saw ur mail case huiming havent sent u num dis num
ham,one small prestige problem,one small prestige problem
spam,fancy shag dointerested sextextukcom txt xxuk suzy 69876 txts cost 150 per msg tncs website x,fancy shag dointerested sextextukcom txt xxuk suzy txts cost per msg tncs website x
ham,checking really miss seeing jeremiah great month,checking really miss seeing jeremiah great month
ham,nah cant help ive never iphone,nah cant help ive never iphone
ham,youre car hour half im going apeshit,youre car hour half im going apeshit
ham,today sorry day ever angry ever misbehaved hurt plz plz slap urself bcoz ur fault im basically good,today sorry day ever angry ever misbehaved hurt plz plz slap urself bcoz ur fault im basically good
ham,yo guys ever figure much need alcohol jay trying figure much safely spend weed,yo guys ever figure much need alcohol jay trying figure much safely spend weed
ham,ltgt ish minutes 5 minutes ago wtf,ltgt ish minutes minutes ago wtf
ham,thank callingforgot say happy onam sirjii fine remembered met insurance personmeet qatar insha allahrakhesh ex tata aig joined tisscotayseer,thank callingforgot say happy onam sirjii fine remembered met insurance personmeet qatar insha allahrakhesh ex tata aig joined tisscotayseer
spam,congratulations ur awarded 500 cd vouchers 125gift guaranteed free entry 2 100 wkly draw txt music 87066 tncs wwwldewcom1win150ppmx3age16,congratulations ur awarded cd vouchers gift guaranteed free entry wkly draw txt music tncs wwwldewcomwinppmxage
spam,ur cashbalance currently 500 pounds maximize ur cashin send cash 86688 150pmsg cc 08708800282 hgsuite3422lands roww1j6hl,ur cashbalance currently pounds maximize ur cashin send cash pmsg cc hgsuitelands rowwjhl
ham,im actor work work evening sleep late since im unemployed moment always sleep late youre unemployed every day saturday,im actor work work evening sleep late since im unemployed moment always sleep late youre unemployed every day saturday
ham,hello got st andrewsboy long way cold keep posted,hello got st andrewsboy long way cold keep posted
ham,ha ha cool cool chikku chikkudb,ha ha cool cool chikku chikkudb
ham,oh ok prob,oh ok prob
ham,check audreys status right,check audreys status right
ham,busy trying finish new year looking forward finally meeting,busy trying finish new year looking forward finally meeting
ham,good afternoon sunshine dawns day refreshed happy alive breathe air smile think love always,good afternoon sunshine dawns day refreshed happy alive breathe air smile think love always
ham,well know z take care worries,well know z take care worries
spam,update_now xmas offer latest motorola sonyericsson nokia free bluetooth double mins 1000 txt orange call mobileupd8 08000839402 call2optoutf4q,updatenow xmas offer latest motorola sonyericsson nokia free bluetooth double mins txt orange call mobileupd calloptoutfq
spam,discount code rp176781 stop messages reply stop wwwregalportfoliocouk customer services 08717205546,discount code rp stop messages reply stop wwwregalportfoliocouk customer services
ham,wat uniform get,wat uniform get
ham,cool text youre ready,cool text youre ready
ham,hello boytoy geeee miss already woke wish bed cuddling love,hello boytoy geeee miss already woke wish bed cuddling love
ham,spoil bed well,spoil bed well
ham,im going bath msg next ltgt min,im going bath msg next ltgt min
ham,cant keep talking people sure pay agree price pls tell want really buy much willing pay,cant keep talking people sure pay agree price pls tell want really buy much willing pay
spam,thanks ringtone order reference t91 charged gbp 4 per week unsubscribe anytime calling customer services 09057039994,thanks ringtone order reference charged gbp per week unsubscribe anytime calling customer services
ham,say happen,say happen
ham,could seen mei didt recognise face,could seen mei didt recognise face
ham,well theres lot things happening lindsay new years sighs bars ptbo blue heron something going,well theres lot things happening lindsay new years sighs bars ptbo blue heron something going
ham,keep payasam rinu brings,keep payasam rinu brings
ham,taught ranjith sir called sms like becaus hes verifying project prabu told today pa dont mistake,taught ranjith sir called sms like becaus hes verifying project prabu told today pa dont mistake
ham,guess thats worried must know theres way body repairs im quite sure shouldnt worry well take slow first tests guide ovulation relax nothing youve said reason worry ill keep followin,guess thats worried must know theres way body repairs im quite sure shouldnt worry well take slow first tests guide ovulation relax nothing youve said reason worry ill keep followin
ham,yeah sure give couple minutes track wallet,yeah sure give couple minutes track wallet
ham,hey leave big deal take care,hey leave big deal take care
ham,hey late ah meet 945,hey late ah meet
spam,double mins txts 4 6months free bluetooth orange available sony nokia motorola phones call mobileupd8 08000839402 call2optoutn9dx,double mins txts months free bluetooth orange available sony nokia motorola phones call mobileupd calloptoutndx
ham,took mr owl 3 licks,took mr owl licks
ham,customer place call,customer place call
ham,mm time dont like fun,mm time dont like fun
spam,4mths half price orange line rental latest camera phones 4 free phone 11mths call mobilesdirect free 08000938767 update or2stoptxt,mths half price orange line rental latest camera phones free phone mths call mobilesdirect free update orstoptxt
ham,yup lunch buffet u eat already,yup lunch buffet u eat already
ham,huh late fr dinner,huh late fr dinner
ham,hey sat going intro pilates kickboxing,hey sat going intro pilates kickboxing
